Student_ID,First_Name,Last_Name,Email,Gender,Age,Department,Attendance(%),Midterm_Score,Final_score,Assignment_Avg,Quizzes_Avg,Participation_Score,Project_Score,Total_Score,Grade,Study_Hour_Per_Week,ExtraCircular_Activities,Internet_Access,Parent_Education,Family_Income,Stress(1 - 10)
S3578,LFNBF,NTHCF,lfnbf917@outlook.com,Male,24,CSE,89.61,20,37,5.66,8.49,6,16,93.15,C,15,Yes,No,Secondary,Low,8
S3579,LFDDB,YXCLT,lfddb595@gmail.com,Other,22,MBA,78.52,38,41,9.61,9.79,9,20,127.4,A,20,Yes,Yes,Secondary,Medium,10
S3580,CTCLG,IAECA,ctclg804@outlook.com,Female,18,BBA,63.06,32,48,5.07,5.26,5,11,106.34,B,16,No,No,Graduate,Low,1
S3581,SISRO,HYTLC,sisro637@edu.in,Other,24,ECE,82.07,26,34,8.28,9.34,6,10,93.62,C,17,No,No,Primary,Medium,4
S3582,RSMIJ,UVCCT,rsmij696@outlook.com,Other,20,BBA,88.65,26,31,8.75,5.89,6,15,92.63,C,3,Yes,No,Post-Graduate,Medium,3
S3583,CMPOA,DZXLC,cmpoa805@edu.in,Other,20,ECE,88.48,22,39,5.31,6.27,10,19,101.57,B,2,Yes,Yes,Primary,Low,9
S3584,VIXDA,EUAUS,vixda883@gmail.com,Female,21,CE,63.08,33,30,8.29,5.2,6,15,97.48,C,8,No,No,Post-Graduate,High,10
S3585,AWETC,UFAIL,awetc543@yahoo.com,Female,23,CE,62.9,20,34,7.13,8.53,10,13,92.67,C,19,Yes,No,Graduate,High,7
S3586,ZHDXI,OMDIM,zhdxi936@edu.in,Male,24,ECE,66.2,26,47,8.38,9.24,9,15,114.63,B,20,Yes,No,Post-Graduate,High,2
S3587,QRWVA,KHYBZ,qrwva508@outlook.com,Male,22,CSE,68.14,37,31,8.9,5.06,9,15,105.96,B,9,No,Yes,Graduate,High,8
S3588,RBAJU,ZCISR,rbaju148@gmail.com,Other,25,BBA,95.8,28,30,9.41,5.92,5,10,88.33,C,10,No,Yes,Post-Graduate,Medium,4
S3589,THLGE,XLSEF,thlge545@yahoo.com,Male,23,IT,66.25,26,46,9.73,9.33,5,17,113.06,B,19,No,Yes,Graduate,High,2
S3590,DMVQV,UPNTO,dmvqv392@gmail.com,Female,25,CSE,97.31,21,39,9.24,5.38,7,17,98.62,C,17,Yes,No,Secondary,Medium,4
S3591,WPNYC,XVXUH,wpnyc284@outlook.com,Male,19,CSE,77.57,28,43,7.14,5.24,9,17,109.38,B,12,No,No,None,Low,4
S3592,NSPZG,BWUOP,nspzg948@outlook.com,Other,25,BBA,92.32,30,30,7.19,9.26,10,14,100.45,B,1,Yes,Yes,Primary,Low,2
S3593,YRNKG,KWGLP,yrnkg259@yahoo.com,Male,21,BBA,83.93,23,34,5.25,7.35,8,14,91.61,C,16,No,Yes,Secondary,Medium,9
S3594,RNWTH,UWZJS,rnwth222@gmail.com,Other,23,ME,93.42,28,40,7.51,5.23,5,17,102.75,B,6,Yes,Yes,Post-Graduate,High,1
S3595,SJYHH,XYKLT,sjyhh471@edu.in,Male,21,BBA,83.54,27,41,8.33,5.58,8,16,105.91,B,9,Yes,No,None,High,9
S3596,TTJQP,LHHWN,ttjqp340@gmail.com,Female,19,MBA,76.53,35,30,7.67,6.96,8,10,97.64,C,17,No,No,Primary,Medium,1
S3597,SXVKV,PYABE,sxvkv380@outlook.com,Female,21,AI/ML,90.5,40,33,5.62,9.49,7,10,105.12,B,10,No,No,Secondary,Medium,6
S3598,JJDXH,OHSJI,jjdxh810@edu.in,Male,25,ECE,70.91,35,43,5.45,8.66,7,20,119.11,B,19,Yes,Yes,Primary,Medium,2
S3599,HWLSS,YQIXG,hwlss257@gmail.com,Male,19,ME,78.35,39,40,9.55,9.57,9,15,122.13,A,19,No,No,Graduate,Medium,8
S3600,MBTWH,SDECV,mbtwh986@outlook.com,Male,25,IT,74.98,26,34,8.19,6.77,10,19,103.96,B,4,No,No,Secondary,Low,7
S3601,XKMTL,JOWKY,xkmtl981@edu.in,Other,22,MBA,97.99,28,36,8.73,5.97,10,16,104.7,B,4,No,No,Secondary,High,7
S3602,ZKXTS,RVNDI,zkxts354@outlook.com,Female,25,ECE,94.47,28,33,6.03,5.44,7,17,96.47,C,9,No,Yes,Graduate,Low,1
S3603,YEACH,JCZVL,yeach561@edu.in,Female,19,CE,66.78,34,45,7.06,9.14,5,17,117.2,B,11,Yes,No,Secondary,Medium,2
S3604,EPLFY,QMAMZ,eplfy429@gmail.com,Female,24,BBA,88.71,26,37,7.53,9.1,7,12,98.62,C,19,No,Yes,Post-Graduate,Low,1
S3605,PRKKD,FRSXN,prkkd369@outlook.com,Male,20,CE,85.58,39,49,5.39,7.96,10,12,123.34,A,3,Yes,Yes,None,High,2
S3606,WQOJS,UUVMQ,wqojs605@edu.in,Female,23,BBA,75.48,33,45,7.53,7.39,5,14,111.92,B,13,No,No,None,High,6
S3607,OORZZ,KEBHZ,oorzz94@yahoo.com,Female,25,ECE,69.34,31,42,5.86,5.08,7,15,105.94,B,10,No,Yes,Post-Graduate,High,5
S3608,FSPOK,XSETF,fspok893@edu.in,Other,25,AI/ML,71.4,21,42,8.9,6.63,5,19,102.54,B,15,No,Yes,Graduate,Low,9
S3609,OLQGR,JMHZQ,olqgr788@edu.in,Female,22,IT,85.05,27,41,7.22,9.22,5,19,108.44,B,1,No,Yes,Secondary,High,5
S3610,VWZVE,TSKBO,vwzve781@outlook.com,Male,20,ECE,75.47,36,41,9.21,8.83,10,19,124.04,A,5,Yes,No,Secondary,Medium,8
S3611,LXEQL,HLSNA,lxeql726@outlook.com,Other,23,BBA,84.09,38,35,9.69,9.76,8,20,120.45,A,7,No,No,Graduate,Medium,9
S3612,ZEZHR,XXMFJ,zezhr469@edu.in,Other,20,CSE,71.19,21,32,7.82,9.36,10,15,95.18,C,2,No,Yes,Primary,Low,10
S3613,NNELH,ZMDFE,nnelh251@edu.in,Male,24,AI/ML,71.74,33,44,8.9,5.63,10,13,114.53,B,17,No,Yes,Graduate,Medium,10
S3614,ZXZUN,JJIMR,zxzun839@outlook.com,Male,21,MBA,76.65,25,40,7.86,9.36,9,14,105.21,B,17,Yes,No,Secondary,High,4
S3615,FSLTA,BDUCE,fslta609@outlook.com,Female,22,AI/ML,97.5,20,42,8.85,7.29,5,12,95.14,C,9,Yes,Yes,Graduate,Low,3
S3616,PXRKD,BBFSU,pxrkd227@outlook.com,Other,18,IT,87.69,26,43,6.59,5.02,10,13,103.61,B,9,Yes,No,Graduate,Low,9
S3617,OKYAP,CZUDA,okyap522@edu.in,Male,22,ME,68.84,37,43,8.6,7.99,9,14,119.59,B,18,Yes,No,Primary,High,3
S3618,EPBFX,HLPYO,epbfx800@yahoo.com,Other,20,BBA,98.04,39,46,9.77,5.62,5,11,116.39,B,11,Yes,Yes,Secondary,High,3
S3619,RYESZ,NTNUC,ryesz508@outlook.com,Other,22,MBA,87.82,35,34,6.62,9.03,8,10,102.65,B,19,No,Yes,Post-Graduate,Low,3
S3620,CXGAI,GZGPR,cxgai656@yahoo.com,Male,25,IT,84.15,36,47,6.25,9.98,6,17,122.23,A,15,Yes,No,Graduate,Medium,7
S3621,LOFBM,CLFUK,lofbm39@edu.in,Other,23,CSE,80.34,40,45,8.61,6.21,10,13,122.83,A,16,Yes,Yes,Graduate,High,3
S3622,KXOZI,DUGEA,kxozi393@edu.in,Other,24,MBA,80.83,33,36,6.34,6.84,9,10,101.17,B,20,Yes,No,Secondary,Medium,2
S3623,BMJPG,CZZCO,bmjpg802@gmail.com,Female,25,ME,92.49,30,38,7.19,6.64,5,15,101.83,B,1,No,No,Primary,Medium,6
S3624,YDSYP,MKCPI,ydsyp767@edu.in,Other,22,CE,93.09,22,31,8.16,8.28,5,17,91.45,C,3,No,No,None,High,2
S3625,PFMNW,VYBOZ,pfmnw211@yahoo.com,Female,18,AI/ML,73.35,20,39,5.16,7.45,6,19,96.61,C,11,Yes,Yes,Secondary,High,6
S3626,RBVKA,QUJTY,rbvka980@edu.in,Female,25,ME,66.83,23,38,7.96,8.32,7,11,95.27,C,7,No,No,None,High,6
S3627,FKFLM,RARPH,fkflm433@edu.in,Male,19,CSE,81.16,36,30,6.53,9.58,6,20,108.11,B,3,No,No,Primary,Medium,1
S3628,BNELG,YCNFO,bnelg86@gmail.com,Female,18,ECE,92.17,35,38,9.44,9.27,8,14,113.72,B,1,No,Yes,Secondary,Low,3
S3629,ABNIW,JZCUL,abniw32@edu.in,Female,22,MBA,96.73,39,46,7.13,7.93,10,16,126.07,A,3,Yes,No,Graduate,Low,2
S3630,ZDJXF,FFPGM,zdjxf738@edu.in,Male,25,ECE,66.38,27,33,7.79,5.05,6,19,97.84,C,3,No,Yes,Primary,Low,2
S3631,GLQZW,EDMVK,glqzw740@gmail.com,Other,22,BBA,93.04,31,36,9.04,5.98,8,15,105.02,B,4,No,Yes,Post-Graduate,Medium,6
S3632,RHWMZ,KYYWY,rhwmz490@yahoo.com,Female,25,ME,67.29,40,40,6.78,8.35,5,10,110.13,B,7,No,No,Secondary,Low,7
S3633,RFKKI,NAIYH,rfkki901@yahoo.com,Male,22,CSE,78.48,26,41,6.47,5.61,9,11,99.08,C,2,No,Yes,Primary,Medium,7
S3634,RJWTF,FBODT,rjwtf352@edu.in,Male,19,MBA,82.72,33,50,6.56,5.7,7,10,112.26,B,3,Yes,Yes,Secondary,High,6
S3635,JBBXK,TVNEY,jbbxk434@yahoo.com,Other,25,AI/ML,71.98,20,31,7.95,6.55,10,15,90.5,C,8,Yes,Yes,Graduate,Low,1
S3636,WFRKJ,MKKNY,wfrkj448@yahoo.com,Male,20,CSE,85.41,20,34,5.87,7.6,6,11,84.47,C,3,Yes,No,Post-Graduate,High,5
S3637,FWHFI,AJJXL,fwhfi6@outlook.com,Male,24,ME,99.06,40,35,5.14,8.06,9,20,117.2,B,7,No,Yes,Graduate,Medium,8
S3638,MPAWS,CZXYK,mpaws288@gmail.com,Female,18,AI/ML,68.24,39,40,6.93,5.07,8,15,114.0,B,17,No,No,Post-Graduate,Low,9
S3639,PAITI,TQRUV,paiti329@outlook.com,Male,23,CSE,61.0,25,41,8.26,6.19,6,12,98.45,C,6,No,No,Secondary,High,4
S3640,HSTGD,YAGNH,hstgd336@outlook.com,Other,25,CSE,62.84,28,42,6.96,9.66,10,13,109.62,B,17,Yes,Yes,None,Medium,4
S3641,VQFKM,XPKGY,vqfkm619@outlook.com,Male,19,ME,71.79,38,30,5.3,9.02,5,18,105.32,B,11,No,Yes,Primary,High,5
S3642,EKQYC,OVDLG,ekqyc266@outlook.com,Male,21,CE,85.5,22,38,9.88,6.13,5,19,100.02,B,9,Yes,Yes,Secondary,Medium,8
S3643,AUQUK,JJMUU,auquk323@gmail.com,Male,18,MBA,76.96,29,37,6.95,5.63,6,19,103.58,B,14,No,No,Secondary,High,4
S3644,SUCVB,GYGLD,sucvb350@yahoo.com,Male,19,IT,77.65,24,32,5.22,7.75,6,11,85.97,C,13,No,Yes,Graduate,Low,10
S3645,ILHLV,SYMVM,ilhlv178@yahoo.com,Female,23,ME,74.97,26,37,8.0,7.82,8,13,99.82,C,17,No,No,Primary,Low,10
S3646,RAMLD,FAZUA,ramld918@edu.in,Female,24,MBA,91.32,36,31,9.4,5.23,6,10,97.63,C,16,Yes,No,Primary,High,9
S3647,MPZKD,YLFGI,mpzkd71@edu.in,Female,23,ECE,94.65,27,41,9.63,6.23,6,16,105.85,B,8,Yes,Yes,None,Medium,6
S3648,ROHUQ,OGWMR,rohuq463@gmail.com,Male,23,BBA,80.15,20,49,8.37,9.97,9,18,114.34,B,7,No,Yes,Post-Graduate,Low,1
S3649,IXURE,AITOA,ixure329@gmail.com,Male,25,AI/ML,89.89,40,50,6.27,6.48,9,15,126.76,A,18,No,No,Primary,Medium,2
S3650,CRZVZ,DHZDB,crzvz319@edu.in,Male,21,MBA,60.7,25,32,7.62,6.49,7,14,92.12,C,11,Yes,Yes,Post-Graduate,High,10
S3651,OSBVL,ZMYYZ,osbvl740@yahoo.com,Female,20,ME,81.41,31,46,9.32,5.97,6,20,118.29,B,17,No,No,Secondary,High,1
S3652,YXVIV,AJARU,yxviv571@yahoo.com,Male,25,CSE,70.36,37,43,9.56,7.25,10,15,121.81,A,14,No,Yes,None,Low,10
S3653,XNLTN,EMBLJ,xnltn760@gmail.com,Female,20,AI/ML,60.16,21,48,6.56,6.33,7,15,103.89,B,14,No,Yes,None,Low,10
S3654,VOVXT,VYRSI,vovxt252@outlook.com,Other,23,BBA,86.68,28,42,8.83,8.05,5,17,108.88,B,8,No,Yes,Secondary,High,6
S3655,NGKFL,VRIBB,ngkfl48@gmail.com,Male,23,AI/ML,67.76,23,37,6.41,5.07,9,20,100.48,B,6,No,No,None,High,6
S3656,KIHFJ,NPKQH,kihfj992@edu.in,Other,23,CSE,79.09,26,36,6.74,9.62,6,14,98.36,C,14,Yes,Yes,Primary,Low,8
S3657,TYPQY,TEDHX,typqy924@yahoo.com,Male,19,IT,75.45,38,41,9.26,8.02,6,19,121.28,A,13,Yes,Yes,Primary,High,6
S3658,WOZXS,BYBWD,wozxs589@outlook.com,Female,21,MBA,66.42,31,47,9.65,7.87,7,13,115.52,B,20,Yes,No,None,High,7
S3659,MBGCA,IPNGX,mbgca609@edu.in,Female,19,ECE,74.49,29,47,7.84,6.2,5,16,111.04,B,15,Yes,Yes,Secondary,Low,4
S3660,YUYPM,VZUFC,yuypm32@yahoo.com,Female,19,MBA,82.27,35,50,8.82,9.55,9,20,132.38,A,5,No,Yes,Secondary,Medium,9
S3661,ZETVE,OJNLH,zetve787@gmail.com,Female,19,ME,92.18,31,32,5.64,8.45,8,13,98.1,C,3,Yes,Yes,Primary,Medium,9
S3662,YYHFV,ZVKFE,yyhfv304@gmail.com,Other,19,CE,98.14,30,35,5.58,5.15,9,14,98.73,C,19,No,No,Graduate,Medium,7
S3663,YFBIR,USNWT,yfbir981@yahoo.com,Female,21,CE,76.52,31,30,9.97,8.48,7,20,106.45,B,3,Yes,No,Primary,Low,4
S3664,DCCCF,QPZXC,dcccf996@gmail.com,Male,23,AI/ML,90.58,23,34,8.6,8.69,6,20,100.29,B,3,No,No,Primary,Medium,1
S3665,YVOXK,XUUER,yvoxk14@gmail.com,Female,23,MBA,65.95,34,38,8.76,7.38,9,14,111.15,B,19,Yes,No,None,High,2
S3666,TGONM,GEBZW,tgonm26@gmail.com,Male,18,ECE,83.04,40,42,5.08,7.22,5,18,117.3,B,18,No,Yes,None,Medium,6
S3667,CWXVM,WVDPA,cwxvm454@outlook.com,Other,18,ME,90.52,37,43,5.27,7.24,9,15,116.52,B,10,No,No,Graduate,Low,2
S3668,TQWPU,AFHXN,tqwpu629@yahoo.com,Male,22,AI/ML,78.32,38,34,7.89,6.8,10,20,116.68,B,19,Yes,No,None,Low,3
S3669,EKUEB,OBXKG,ekueb597@gmail.com,Other,25,AI/ML,80.51,27,39,6.64,8.22,8,18,106.86,B,5,No,No,None,Medium,4
S3670,WQZLF,VEZWS,wqzlf507@edu.in,Female,21,ME,81.13,30,48,6.42,8.65,7,16,116.07,B,12,Yes,Yes,Graduate,Medium,3
S3671,OQETI,XGMWW,oqeti319@edu.in,Female,21,IT,75.67,27,39,6.45,6.93,8,14,101.38,B,16,Yes,No,Primary,Low,8
S3672,YVZCS,AAQNM,yvzcs351@gmail.com,Female,24,CSE,72.03,35,48,7.01,9.51,9,14,122.53,A,12,No,Yes,Graduate,High,7
S3673,WMSIZ,RMHHF,wmsiz347@edu.in,Other,24,IT,92.94,24,35,9.16,6.56,5,11,90.73,C,14,No,No,Primary,High,4
S3674,BSFGR,HKNPK,bsfgr904@gmail.com,Female,21,AI/ML,91.32,35,47,8.75,7.73,6,14,118.48,B,13,Yes,No,Primary,High,9
S3675,RQKFT,DPJFH,rqkft140@gmail.com,Other,22,ECE,82.43,40,33,8.42,7.83,8,17,114.25,B,17,No,No,Secondary,Low,6
S3676,AFJNM,FEVIH,afjnm235@edu.in,Other,22,CE,86.69,40,31,6.8,5.83,9,11,103.63,B,14,Yes,Yes,Secondary,Medium,9
S3677,DUWII,JUZHL,duwii561@edu.in,Other,20,BBA,98.29,27,36,7.88,6.6,6,14,97.48,C,1,No,No,Primary,Medium,8
S3678,WZYUL,QLLUD,wzyul702@yahoo.com,Other,18,AI/ML,84.7,29,32,7.41,5.98,10,14,98.39,C,9,Yes,Yes,Post-Graduate,Low,10
S3679,XFZDQ,NGAAA,xfzdq464@edu.in,Female,24,ME,99.62,25,32,6.14,6.37,9,12,90.51,C,5,Yes,Yes,Secondary,Medium,7
S3680,JRBFM,NFQRL,jrbfm440@yahoo.com,Male,22,BBA,94.13,21,45,7.27,8.61,9,10,100.88,B,10,Yes,No,None,Medium,8
S3681,EFUDE,LUABR,efude765@gmail.com,Male,25,BBA,64.31,38,40,8.75,8.06,9,18,121.81,A,6,No,Yes,Post-Graduate,Medium,8
S3682,ZKUCU,GOAYH,zkucu856@yahoo.com,Other,19,BBA,95.69,25,40,6.56,9.23,6,15,101.79,B,9,Yes,No,Secondary,Medium,5
S3683,CTGQE,HNRRP,ctgqe108@gmail.com,Male,18,MBA,66.94,21,39,8.77,7.82,6,16,98.59,C,18,Yes,No,None,Low,5
S3684,NOCRB,EZIAO,nocrb771@outlook.com,Male,19,CSE,95.25,27,46,9.48,9.54,5,10,107.02,B,3,Yes,No,Primary,Medium,4
S3685,CTVIB,AXAYW,ctvib178@outlook.com,Male,19,BBA,86.21,29,48,8.91,9.54,9,15,119.45,B,15,Yes,Yes,Post-Graduate,Low,10
S3686,IGEEX,HQAPZ,igeex951@edu.in,Female,18,IT,79.85,31,35,8.6,9.22,7,14,104.82,B,2,No,No,Primary,Medium,7
S3687,FLCLG,YBQZW,flclg258@edu.in,Female,24,BBA,86.97,34,35,7.25,5.69,5,20,106.94,B,4,Yes,Yes,Graduate,Low,3
S3688,SLIEI,EGZDK,sliei989@edu.in,Other,23,MBA,82.39,20,31,7.34,5.53,9,19,91.87,C,1,Yes,No,Secondary,Medium,5
S3689,DGAIB,FCVNQ,dgaib334@outlook.com,Female,24,ECE,94.14,33,37,8.62,9.53,10,10,108.15,B,17,Yes,No,None,Low,4
S3690,NBTVR,RQBIY,nbtvr114@gmail.com,Female,25,CSE,66.89,34,35,9.64,6.84,8,13,106.47,B,13,Yes,No,Secondary,Medium,1
S3691,UIVCI,URZNK,uivci730@yahoo.com,Male,20,ECE,93.68,27,33,6.32,8.71,8,20,103.03,B,8,Yes,No,None,Low,1
S3692,OYNYT,JOCGL,oynyt778@outlook.com,Other,25,ME,97.21,26,35,8.91,5.75,9,13,97.66,C,1,Yes,No,Secondary,Low,8
S3693,ZENXX,MBWJT,zenxx190@yahoo.com,Male,19,ECE,60.29,30,31,5.52,7.95,8,17,99.47,C,6,No,Yes,Post-Graduate,Medium,4
S3694,RWZFH,HWPPE,rwzfh658@outlook.com,Male,18,IT,96.18,30,46,9.53,5.95,5,11,107.48,B,5,Yes,Yes,Secondary,Medium,2
S3695,AJRZP,NXPAL,ajrzp147@yahoo.com,Female,18,CE,69.47,35,36,9.29,8.76,7,16,112.06,B,16,Yes,Yes,Post-Graduate,Low,1
S3696,TREGO,QFUHE,trego591@yahoo.com,Female,25,IT,96.61,31,37,5.31,8.15,6,15,102.47,B,8,No,Yes,Graduate,Medium,10
S3697,VWCPF,HACJE,vwcpf419@edu.in,Female,19,CE,86.57,35,47,7.46,8.74,7,15,120.2,A,20,Yes,No,Graduate,Medium,9
S3698,DRPUA,BPDFG,drpua847@outlook.com,Female,25,CSE,76.27,30,39,7.36,5.23,10,12,103.59,B,9,Yes,Yes,None,High,2
S3699,MAATQ,OSNEP,maatq886@outlook.com,Female,22,CSE,94.07,38,48,7.9,6.49,10,13,123.39,A,10,Yes,No,Graduate,High,8
S3700,UZCJN,ILFMQ,uzcjn682@gmail.com,Other,18,ME,77.88,22,31,7.73,6.3,8,17,92.03,C,19,No,No,Primary,Medium,2
S3701,EMZVF,DZUZQ,emzvf490@edu.in,Female,24,AI/ML,67.29,21,42,9.21,6.67,6,10,94.88,C,17,Yes,Yes,Post-Graduate,Medium,5
S3702,OGXOA,YVIDO,ogxoa569@outlook.com,Female,19,IT,70.3,22,35,6.92,8.17,6,18,96.09,C,10,Yes,Yes,None,Low,5
S3703,AKDYS,NDJJC,akdys783@edu.in,Female,21,CSE,80.82,24,36,6.73,9.59,10,10,96.32,C,16,No,No,None,High,4
S3704,UWMGT,CYXWZ,uwmgt947@edu.in,Female,22,AI/ML,75.43,34,50,7.92,8.28,5,13,118.2,B,5,No,Yes,Post-Graduate,High,7
S3705,YVXBX,HZFCW,yvxbx897@outlook.com,Other,25,BBA,76.65,24,42,5.11,5.11,8,10,94.21,C,7,No,No,Primary,High,3
S3706,HTJRY,JVAXP,htjry275@edu.in,Male,25,AI/ML,91.86,30,30,9.85,5.89,6,14,95.74,C,3,Yes,Yes,Primary,Medium,6
S3707,YVTRE,URUVO,yvtre110@edu.in,Other,19,IT,68.41,25,47,7.89,7.22,7,20,114.11,B,5,No,Yes,Post-Graduate,Medium,10
S3708,SNXZR,BFLXM,snxzr314@outlook.com,Male,25,IT,60.32,32,40,9.31,9.68,8,16,114.99,B,19,Yes,Yes,Primary,Low,1
S3709,CENIC,KPJPW,cenic976@yahoo.com,Female,19,ME,71.68,28,40,6.03,7.74,5,15,101.77,B,2,No,Yes,None,Medium,10
S3710,ZTYHO,CWXMC,ztyho512@gmail.com,Other,25,AI/ML,91.32,32,41,7.39,6.66,8,20,115.05,B,15,Yes,No,Secondary,Low,3
S3711,GLQMZ,LDDKK,glqmz983@gmail.com,Other,19,IT,71.08,31,49,8.94,6.45,9,14,118.39,B,18,Yes,No,Graduate,Medium,9
S3712,IONUB,EQJHU,ionub242@gmail.com,Female,24,ECE,78.47,31,31,9.46,10.0,10,14,105.46,B,15,Yes,Yes,Graduate,Medium,5
S3713,QXWRA,CTTEC,qxwra645@yahoo.com,Female,22,CE,76.44,34,32,8.44,7.07,8,20,109.51,B,3,Yes,No,Primary,Low,2
S3714,BLUNY,NXIZG,bluny688@outlook.com,Other,22,IT,68.34,24,44,8.02,8.21,5,16,105.23,B,17,No,No,Graduate,Medium,9
S3715,XCLWT,EFYVY,xclwt417@gmail.com,Other,21,ECE,68.41,40,50,7.67,5.28,5,10,117.95,B,9,Yes,No,None,Medium,6
S3716,OJTKA,QRUSO,ojtka685@gmail.com,Male,25,AI/ML,77.96,29,33,5.58,6.21,9,15,97.78,C,18,No,No,Post-Graduate,High,8
S3717,OJZRB,PPCWL,ojzrb980@yahoo.com,Other,23,MBA,99.26,38,37,7.32,8.11,9,15,114.44,B,6,No,No,Post-Graduate,Low,10
S3718,VLLNH,OWZDO,vllnh575@gmail.com,Male,23,MBA,61.52,30,37,8.47,5.99,9,12,102.45,B,17,No,No,Primary,Low,6
S3719,WUHYS,YXQYQ,wuhys995@edu.in,Other,24,BBA,72.44,40,32,8.02,8.92,10,11,109.94,B,3,Yes,No,Secondary,High,5
S3720,ECOPA,XMKSC,ecopa662@edu.in,Female,25,AI/ML,61.83,35,44,6.14,7.95,10,18,121.09,A,9,No,No,Primary,High,5
S3721,PCAIE,VJJOB,pcaie629@outlook.com,Female,19,MBA,89.3,36,37,8.98,9.42,5,10,106.4,B,9,No,Yes,Secondary,High,9
S3722,QOBRG,EJSLE,qobrg918@outlook.com,Other,20,ECE,62.29,24,44,6.56,9.53,10,16,110.09,B,8,No,No,Graduate,Low,4
S3723,MVWRQ,RUHUT,mvwrq583@outlook.com,Other,24,IT,76.16,27,38,5.94,9.79,10,17,107.73,B,1,No,Yes,Post-Graduate,Medium,4
S3724,AERPQ,VPKMF,aerpq640@gmail.com,Male,20,MBA,81.52,38,35,8.74,6.7,9,19,116.44,B,16,No,No,None,Medium,2
S3725,TSZRA,TLPFT,tszra857@outlook.com,Other,18,IT,70.6,23,46,8.49,5.92,10,13,106.41,B,20,Yes,Yes,Post-Graduate,Medium,3
S3726,XAEXH,XWHHN,xaexh526@gmail.com,Male,20,ECE,67.78,24,44,9.1,8.45,6,10,101.55,B,3,No,No,None,Low,2
S3727,PUYLR,FCVTN,puylr307@yahoo.com,Other,24,CE,73.5,23,31,7.15,5.24,5,12,83.4,C,20,Yes,Yes,Post-Graduate,Medium,7
S3728,WEQWO,PAAVU,weqwo682@edu.in,Female,23,ME,91.61,22,30,7.2,9.3,7,18,93.5,C,8,No,No,Primary,Medium,10
S3729,AYRPF,EXQHW,ayrpf507@outlook.com,Female,21,MBA,94.11,28,30,7.88,8.87,9,10,93.75,C,7,No,Yes,Primary,Low,7
S3730,EBDJE,MJBFZ,ebdje790@outlook.com,Female,21,IT,61.1,37,42,8.89,5.86,6,12,111.75,B,8,Yes,Yes,Post-Graduate,Medium,6
S3731,JHTOQ,JWOQD,jhtoq510@outlook.com,Male,20,ME,62.14,21,36,5.65,5.78,6,16,90.43,C,12,Yes,No,Primary,High,4
S3732,FVFOV,IYWIQ,fvfov820@outlook.com,Male,20,CE,71.51,20,36,8.02,6.48,8,16,94.5,C,4,No,No,Graduate,Low,9
S3733,SLRDS,MXSCB,slrds412@edu.in,Male,21,AI/ML,77.21,27,37,5.88,5.24,9,19,103.12,B,13,Yes,No,Post-Graduate,Medium,8
S3734,LNAMW,VEFXB,lnamw853@outlook.com,Other,21,AI/ML,77.67,38,48,5.45,9.3,8,20,128.75,A,20,No,No,Primary,Medium,4
S3735,HCSPD,BVXFK,hcspd131@edu.in,Other,22,CE,76.79,30,46,5.28,5.46,9,11,106.74,B,10,No,Yes,Primary,Low,3
S3736,SDUBL,UPQEQ,sdubl295@outlook.com,Female,24,BBA,65.34,38,41,9.89,9.95,7,16,121.84,A,15,Yes,No,Graduate,High,9
S3737,LBGUG,SOAFG,lbgug692@yahoo.com,Other,22,ME,96.02,33,50,5.24,7.91,10,18,124.15,A,17,No,Yes,None,Low,10
S3738,LTLMJ,DVKQQ,ltlmj26@yahoo.com,Other,22,MBA,92.95,34,44,7.1,9.97,8,15,118.06,B,19,Yes,Yes,None,Low,9
S3739,TRTCR,MUIKT,trtcr564@yahoo.com,Other,21,CE,80.94,29,31,7.68,8.7,5,13,94.37,C,18,Yes,Yes,Secondary,Low,5
S3740,PQQCK,WCFEJ,pqqck68@edu.in,Other,23,ME,79.69,35,38,9.13,7.21,5,20,114.35,B,18,No,Yes,Primary,Medium,2
S3741,ZEWOG,HUGOO,zewog247@yahoo.com,Male,23,CSE,79.12,37,34,6.62,5.04,7,10,99.66,C,11,No,Yes,Secondary,Low,8
S3742,HELGN,VQDCF,helgn438@yahoo.com,Other,21,MBA,83.41,31,50,5.78,5.44,9,10,111.22,B,1,No,Yes,None,Low,10
S3743,YXEHW,URRJM,yxehw484@gmail.com,Other,19,IT,64.98,40,43,7.12,5.17,10,15,120.29,A,1,Yes,Yes,Secondary,High,8
S3744,GJYMB,IICWG,gjymb236@yahoo.com,Male,21,CE,78.54,26,44,5.3,9.3,9,18,111.61,B,3,Yes,No,Graduate,High,5
S3745,YRHOU,ZHABB,yrhou17@yahoo.com,Male,23,BBA,71.19,35,41,6.96,7.46,10,16,116.42,B,4,Yes,Yes,None,Low,8
S3746,ZNSJL,OEUMM,znsjl848@gmail.com,Male,22,ME,95.7,25,38,5.59,6.71,10,13,98.3,C,11,Yes,No,Secondary,High,3
S3747,UUWJQ,CVKTX,uuwjq25@gmail.com,Male,18,IT,66.05,36,47,8.37,8.42,7,14,120.79,A,12,No,No,Graduate,High,5
S3748,MRVDU,GNJHR,mrvdu876@yahoo.com,Other,18,BBA,95.8,25,31,6.7,6.9,10,11,90.6,C,8,No,Yes,Post-Graduate,Low,8
