Student_ID,First_Name,Last_Name,Email,Gender,Age,Department,Attendance(%),Midterm_Score,Final_score,Assignment_Avg,Quizzes_Avg,Participation_Score,Project_Score,Total_Score,Grade,Study_Hour_Per_Week,ExtraCircular_Activities,Internet_Access,Parent_Education,Family_Income,Stress(1 - 10)
S1324,QINPT,VPXPS,qinpt10@edu.in,Other,18,CE,87.10138550081393,27,36,8.14,6.89,8,14,100.04,B,14,Yes,No,Primary,Medium,4
S1325,QYZKO,ONTOS,qyzko188@yahoo.com,Other,21,IT,93.62683499321022,38,47,6.43,9.05,7,20,127.48,A,14,Yes,Yes,Secondary,High,9
S1326,XJUYF,URXCY,xjuyf339@edu.in,Male,21,BBA,95.04559493182627,27,32,7.03,7.38,8,10,91.4,C,5,No,No,Secondary,High,2
S1327,VPOPA,YYVDM,vpopa295@edu.in,Male,19,CE,64.35542406108074,29,48,6.93,5.21,7,15,111.15,B,7,Yes,Yes,Graduate,Medium,9
S1328,PKPQI,NDJMB,pkpqi234@outlook.com,Other,18,MBA,81.83197412020382,35,48,7.29,7.64,6,16,119.94,B,17,Yes,No,Secondary,Low,4
S1329,IUYSJ,OYWOR,iuysj775@outlook.com,Other,25,CSE,86.50041646582966,23,31,5.36,9.81,6,19,94.17,C,14,Yes,No,Graduate,Low,10
S1330,SFZKN,SYTPL,sfzkn58@outlook.com,Female,23,CSE,94.1251014692444,37,49,5.18,6.44,5,19,121.63,A,14,No,Yes,Secondary,Low,4
S1331,QEGSP,SYZKW,qegsp56@gmail.com,Male,25,ECE,78.33503051819989,35,42,6.94,5.05,10,15,113.99,B,2,No,Yes,None,Low,2
S1332,GHFFK,ZTMKT,ghffk286@yahoo.com,Male,19,CSE,80.14286324214908,22,49,9.5,6.45,5,12,103.95,B,4,No,No,Post-Graduate,Medium,4
S1333,XTTFA,UGHBX,xttfa417@yahoo.com,Male,18,CSE,81.10983900220181,28,38,5.84,5.17,10,15,102.01,B,12,Yes,Yes,Graduate,Medium,8
S1334,VLLMT,AMVYM,vllmt539@edu.in,Female,21,IT,73.27209812051285,23,46,8.87,8.01,6,19,110.88,B,16,Yes,Yes,Post-Graduate,Medium,8
S1335,NEWML,UZWBV,newml387@edu.in,Male,21,IT,75.30171659384604,37,34,8.45,5.46,9,17,110.91,B,12,No,No,Primary,Low,4
S1336,NZHEN,KAUXS,nzhen59@outlook.com,Female,24,BBA,72.90055961246806,24,31,6.16,6.05,6,11,84.2,C,9,Yes,No,Primary,Low,3
S1337,VLMVR,CVOUZ,vlmvr437@yahoo.com,Other,25,ECE,91.08194083489568,33,49,7.88,9.21,10,18,127.09,A,2,No,Yes,Secondary,Low,8
S1338,YVAZZ,HSEBQ,yvazz902@gmail.com,Male,19,IT,64.81040987716871,29,48,9.48,7.9,5,16,115.38,B,5,No,No,Primary,Low,10
S1339,YUXRG,EZGWT,yuxrg395@edu.in,Other,23,MBA,70.4800006763876,26,42,7.52,7.66,6,17,106.18,B,19,Yes,No,Graduate,Medium,3
S1340,QLGQA,KUCUT,qlgqa592@outlook.com,Male,19,CSE,81.79818591700392,30,41,8.87,5.87,5,13,103.74,B,10,Yes,Yes,Post-Graduate,Medium,3
S1341,BJJCG,FOWPE,bjjcg796@edu.in,Male,18,ME,92.2297752444903,37,50,7.23,9.36,6,16,125.6,A,5,No,No,Primary,Low,3
S1342,YFKSL,QLTSA,yfksl588@gmail.com,Male,18,ECE,65.79686065617697,36,46,6.97,5.83,7,12,113.8,B,10,No,Yes,Secondary,High,2
S1343,LCHIU,TCOZC,lchiu848@edu.in,Male,25,CSE,65.29519122225099,39,50,6.79,6.6,7,16,125.39,A,11,No,No,Primary,Low,8
S1344,FTCWU,EAAVO,ftcwu29@yahoo.com,Other,25,BBA,93.46142917038327,40,47,6.74,6.39,6,20,126.12,A,1,Yes,No,Graduate,Low,2
S1345,BLRCG,VEPTT,blrcg957@edu.in,Other,20,CE,80.98689046647866,27,32,7.15,8.48,7,11,92.64,C,3,Yes,Yes,None,Low,3
S1346,EYKCW,UUCPD,eykcw116@gmail.com,Other,21,ECE,72.69067668866174,38,44,7.57,8.83,6,13,117.39,B,20,No,Yes,Secondary,High,1
S1347,MLWDN,MFHGI,mlwdn141@edu.in,Male,23,ECE,60.187102601216,21,46,6.83,9.04,5,19,106.87,B,18,Yes,Yes,Graduate,Low,6
S1348,UUXJM,MDNVA,uuxjm400@yahoo.com,Other,18,ECE,88.49021349599744,27,43,5.41,7.63,7,13,103.04,B,17,No,Yes,Graduate,High,8
S1349,JFKNF,ACWLP,jfknf163@gmail.com,Male,18,ECE,65.15226181247101,40,46,7.61,8.06,10,20,131.67,A,17,Yes,No,Secondary,Medium,4
S1350,AVSGJ,LURBU,avsgj904@yahoo.com,Male,24,CE,99.05913051473263,23,41,6.44,8.87,6,12,97.31,C,15,Yes,Yes,Graduate,Medium,4
S1351,ECDIS,DLHFM,ecdis137@outlook.com,Male,21,IT,71.08618152421332,38,38,8.31,8.24,5,20,117.55,B,17,Yes,Yes,Post-Graduate,High,1
S1352,RPLJM,BQWWT,rpljm520@edu.in,Other,25,IT,79.23846424059377,26,50,5.16,9.6,6,10,106.76,B,3,No,No,None,High,10
S1353,DPUBW,YOQAK,dpubw261@outlook.com,Female,18,ECE,78.08815315090914,34,47,5.69,6.61,10,15,118.3,B,8,No,No,Primary,Medium,9
S1354,MNWNS,ZTUCT,mnwns376@yahoo.com,Other,21,IT,86.36755740778973,31,49,6.04,8.38,7,16,117.42,B,8,Yes,No,Post-Graduate,Low,7
S1355,CAQFQ,XIOCP,caqfq431@gmail.com,Other,20,BBA,87.80527518030718,40,37,5.37,5.24,10,12,109.61,B,1,No,Yes,Secondary,Medium,3
S1356,LKXKO,BJSSS,lkxko938@outlook.com,Female,19,AI/ML,64.6005684398836,38,35,7.77,8.87,7,17,113.64,B,18,Yes,Yes,None,High,8
S1357,QMPCQ,CWCVX,qmpcq938@edu.in,Female,25,ECE,96.29152771952774,26,30,7.57,9.82,10,11,94.4,C,16,No,Yes,Secondary,Low,3
S1358,OUVTS,KFJXD,ouvts178@gmail.com,Male,20,ME,86.29437301461759,30,36,8.12,9.49,8,19,110.61,B,11,Yes,No,Primary,Medium,5
S1359,SUIRJ,LRRTS,suirj740@outlook.com,Female,20,ECE,70.10853904123809,26,50,8.5,9.08,5,18,116.58,B,5,No,No,Secondary,Medium,7
S1360,BHAKJ,ZOZSX,bhakj940@outlook.com,Female,22,IT,62.55663203535334,40,49,5.99,9.56,10,20,134.55,A,5,Yes,Yes,Post-Graduate,Low,5
S1361,PMSII,NAWNS,pmsii739@yahoo.com,Other,20,CSE,98.97711766495426,38,31,9.35,9.41,10,11,108.76,B,11,No,Yes,Secondary,Medium,8
S1362,JGLQG,QVHDQ,jglqg654@edu.in,Male,24,CE,75.72612397345401,21,32,5.45,7.92,8,10,84.37,C,20,Yes,Yes,None,Medium,7
S1363,NADIN,GYMBQ,nadin782@yahoo.com,Male,25,ECE,84.27598234850481,39,31,7.11,7.59,10,12,106.7,B,13,No,No,Primary,Low,5
S1364,ZOGOG,PFPMY,zogog351@outlook.com,Female,23,BBA,82.19217577924405,29,47,8.98,9.81,5,18,117.79,B,11,Yes,No,Secondary,High,3
S1365,EDYMV,MTVAK,edymv868@outlook.com,Other,18,AI/ML,82.58930096850204,34,49,7.38,9.15,10,20,129.53,A,15,Yes,Yes,Primary,Low,7
S1366,SIWOX,GFYCM,siwox26@yahoo.com,Other,24,ECE,72.5811017280003,40,31,5.93,5.32,6,20,108.25,B,3,Yes,No,Post-Graduate,High,6
S1367,CGVES,VWUNW,cgves480@outlook.com,Other,25,CE,87.14916499828018,35,43,8.19,6.82,9,12,114.01,B,3,Yes,Yes,Primary,High,7
S1368,WRASN,OQBDC,wrasn422@outlook.com,Male,20,ECE,95.85108844407038,24,38,7.45,8.27,9,11,97.72,C,18,Yes,Yes,Secondary,Low,7
S1369,JNBOK,BWTWS,jnbok520@outlook.com,Female,23,ME,60.07445415826921,21,48,7.13,5.78,5,19,105.91,B,1,Yes,No,Secondary,Low,4
S1370,IYAUC,UANRW,iyauc456@edu.in,Other,20,CSE,98.70149992930746,30,42,8.35,6.84,5,14,106.19,B,17,Yes,No,None,Medium,5
S1371,WLPUR,CRJQS,wlpur830@yahoo.com,Other,25,BBA,85.12408565419416,31,37,8.92,9.89,8,20,114.81,B,9,Yes,Yes,Post-Graduate,Low,7
S1372,TNKMM,WPQVH,tnkmm882@outlook.com,Other,20,BBA,77.61543188992509,36,38,5.76,6.78,6,13,105.54,B,6,Yes,Yes,None,Low,7
S1373,YHOYU,WUIHY,yhoyu411@edu.in,Other,21,AI/ML,62.97606455956205,34,32,8.64,5.58,10,19,109.22,B,2,No,No,Post-Graduate,Low,3
S1374,PYLJC,RDNDQ,pyljc147@gmail.com,Female,21,ECE,77.9424743511807,32,48,5.51,8.2,8,12,113.71,B,19,No,Yes,None,Medium,4
S1375,UPFCM,COBUS,upfcm94@outlook.com,Male,19,CE,89.46190414711319,30,45,7.88,8.75,7,19,117.63,B,11,Yes,No,Primary,Low,4
S1376,OZNJB,ZMIAP,oznjb810@edu.in,Other,23,AI/ML,91.25648619156016,20,45,5.04,8.92,9,13,100.97,B,5,No,No,Primary,Low,7
S1377,VOZYF,UKMHT,vozyf61@outlook.com,Other,20,AI/ML,90.0601769456108,35,35,8.98,6.55,6,13,104.53,B,11,Yes,Yes,Primary,Low,8
S1378,UICPM,PQHMQ,uicpm122@edu.in,Other,20,BBA,67.27908960705658,29,32,5.93,7.47,9,13,96.4,C,19,No,No,Graduate,Medium,4
S1379,TLVKI,PBSIM,tlvki74@gmail.com,Female,24,CE,70.54406335483088,28,38,8.47,8.15,10,18,110.62,B,15,Yes,Yes,Graduate,High,9
S1380,PREDT,FGAZM,predt513@outlook.com,Male,18,AI/ML,74.73560650212943,34,31,5.05,8.53,9,10,97.58,C,18,Yes,No,None,Low,10
S1381,KVNOK,PSHGA,kvnok496@outlook.com,Female,21,ME,71.44669362837831,32,50,8.57,7.17,5,11,113.73,B,16,No,No,Graduate,Medium,1
S1382,JJEAX,LBDDJ,jjeax57@gmail.com,Male,21,CSE,87.0494259245876,24,48,9.65,8.62,8,14,112.27,B,7,No,Yes,Post-Graduate,Low,8
S1383,MFBAA,KLXEY,mfbaa329@edu.in,Female,23,IT,89.73344013122352,32,38,9.62,5.8,10,14,109.42,B,16,No,Yes,Post-Graduate,Low,4
S1384,BGGRZ,GGDDY,bggrz874@gmail.com,Female,23,IT,63.73198968322731,23,33,6.15,9.34,10,20,101.48,B,10,No,No,Primary,High,8
S1385,NIKXI,QSFMI,nikxi984@gmail.com,Female,18,CE,66.14038750929546,34,49,5.09,9.75,7,15,119.84,B,18,Yes,Yes,Post-Graduate,Medium,6
S1386,KXQUR,RUDPF,kxqur281@edu.in,Male,25,AI/ML,96.7116048470006,36,30,6.29,8.42,7,18,105.71,B,2,No,No,Post-Graduate,Low,8
S1387,HVMPW,ZPCDN,hvmpw843@gmail.com,Male,21,CE,66.40670096952546,33,50,8.1,9.67,10,14,124.78,A,12,Yes,No,Primary,High,7
S1388,PUUXV,EFBBU,puuxv281@gmail.com,Male,20,CSE,89.74368790666757,27,41,5.5,6.77,8,14,102.27,B,13,No,No,Graduate,High,5
S1389,LUBXP,BLNPD,lubxp859@yahoo.com,Other,23,BBA,87.04797342657497,38,38,8.39,8.41,7,12,111.81,B,11,Yes,No,Graduate,Low,2
S1390,FPTRH,RAOED,fptrh313@yahoo.com,Other,20,MBA,64.7906955377932,31,33,5.77,8.68,7,19,104.45,B,18,No,Yes,Graduate,High,4
S1391,RPCPF,RZFHW,rpcpf306@outlook.com,Male,19,AI/ML,85.61124851189518,34,39,7.36,5.87,6,14,106.23,B,5,Yes,Yes,Primary,Medium,8
S1392,BYJSJ,JVTJK,byjsj66@gmail.com,Male,20,CSE,71.50725804860446,40,48,8.33,6.85,5,11,119.18,B,13,No,Yes,Post-Graduate,Medium,8
S1393,QPTNV,DHPPU,qptnv441@gmail.com,Male,19,ME,82.59098528094546,29,33,6.54,5.55,7,15,96.09,C,18,Yes,Yes,Graduate,Low,6
S1394,ISJAW,YWFTZ,isjaw797@edu.in,Male,20,AI/ML,71.02126300073431,35,34,8.72,7.86,6,15,106.58,B,6,No,Yes,Secondary,Medium,8
S1395,XGEAU,UFZLA,xgeau733@gmail.com,Male,20,ME,61.738211438163766,31,45,8.26,9.57,10,19,122.83,A,18,Yes,No,None,High,2
S1396,GJGLQ,HAXIV,gjglq185@edu.in,Other,22,BBA,62.387612559013675,39,32,6.27,5.56,5,15,102.83,B,20,Yes,No,Post-Graduate,Low,9
S1397,RTLPB,QKOQZ,rtlpb8@gmail.com,Male,21,AI/ML,73.90393354957374,36,48,9.27,6.11,8,19,126.39,A,14,Yes,No,Primary,Medium,5
S1398,SABLV,MDPXI,sablv154@outlook.com,Female,22,BBA,66.20751381635486,29,35,5.4,5.37,6,12,92.77,C,6,Yes,Yes,Graduate,Low,8
S1399,XYLPR,XNSQP,xylpr839@yahoo.com,Other,23,ECE,60.998166431703424,25,48,7.73,5.67,6,16,108.4,B,11,No,No,None,High,8
S1400,YVZIF,AVLZX,yvzif184@gmail.com,Female,21,MBA,87.45361869776605,38,44,8.84,9.2,6,16,122.04,A,8,No,No,Post-Graduate,High,9
S1401,ZYSHA,RKXDU,zysha876@yahoo.com,Female,23,MBA,86.78233622599127,27,49,6.45,5.67,10,18,116.12,B,1,No,Yes,Graduate,Medium,5
S1402,POMGJ,GIPYO,pomgj211@outlook.com,Male,24,CSE,65.13239367618745,33,48,6.16,9.09,6,14,116.25,B,1,No,Yes,Graduate,Medium,2
S1403,KPSNB,BDWEX,kpsnb355@yahoo.com,Other,25,ECE,93.11819522341754,26,40,5.39,8.25,6,16,101.63,B,15,No,No,Primary,Low,8
S1404,RSYFO,OCFCA,rsyfo876@gmail.com,Male,25,MBA,96.25501229924672,37,33,5.81,9.28,7,18,110.08,B,11,No,No,None,Medium,10
S1405,TGELS,QBOGQ,tgels982@outlook.com,Male,21,ECE,82.35511907400246,38,43,7.29,8.02,8,11,115.31,B,13,No,No,Secondary,Medium,6
S1406,NTBTH,QRYGL,ntbth889@edu.in,Male,20,IT,74.03748759288808,30,44,8.76,9.3,6,17,115.07,B,18,Yes,No,None,High,10
S1407,ADUCO,JKEMB,aduco300@yahoo.com,Male,19,IT,89.72336630164342,37,35,7.21,6.54,6,17,108.75,B,11,No,No,Secondary,Medium,5
S1408,HDZHI,KEPKE,hdzhi535@gmail.com,Other,19,CE,89.48660888101442,26,45,8.2,5.99,9,14,108.19,B,5,No,Yes,Graduate,High,3
S1409,TFFJY,EOORH,tffjy996@yahoo.com,Female,24,BBA,71.87633602156208,24,43,7.22,9.39,7,12,102.61,B,15,No,No,Graduate,Low,8
S1410,BDLQW,GQOFY,bdlqw700@edu.in,Other,23,IT,72.0757547237176,29,39,8.04,9.7,10,10,105.74,B,12,No,Yes,Primary,Low,10
S1411,YIUUD,UXJER,yiuud41@yahoo.com,Other,22,ME,99.65591473876137,27,41,5.63,6.2,7,12,98.83,C,8,No,No,Post-Graduate,Medium,7
S1412,ISMDE,IMRNG,ismde611@outlook.com,Other,22,ME,99.10978384705905,27,47,9.67,7.06,10,20,120.73,A,20,No,Yes,None,High,2
S1413,XZWVH,RMDGJ,xzwvh291@edu.in,Female,22,ECE,67.19522845061066,30,39,9.1,7.57,10,19,114.67,B,11,Yes,Yes,Primary,High,9
S1414,PUDJX,JZSQD,pudjx256@edu.in,Other,23,ME,94.543406952862,22,50,8.5,8.61,10,13,112.11,B,13,No,Yes,Secondary,Low,9
S1415,FLISQ,GYBDG,flisq356@edu.in,Other,20,ECE,93.29869442129558,27,47,6.18,6.55,6,15,107.73,B,20,Yes,No,Post-Graduate,Low,2
S1416,RSITW,HEHKE,rsitw766@yahoo.com,Other,25,ECE,65.41051345572885,35,42,9.2,7.27,6,20,119.47,B,4,No,Yes,Secondary,High,3
S1417,UHTQC,CDBIX,uhtqc618@edu.in,Male,22,AI/ML,92.82558377449207,22,46,9.43,8.76,9,15,110.19,B,20,Yes,No,Secondary,High,8
S1418,SSLYE,XUZCD,sslye583@outlook.com,Male,18,ME,64.20183034614567,21,40,8.72,9.42,9,11,99.14,C,1,Yes,Yes,Post-Graduate,Low,5
S1419,EVGWT,YACFB,evgwt628@gmail.com,Male,20,CSE,76.30208539066885,33,30,9.93,9.72,10,12,104.65,B,1,Yes,Yes,Primary,Low,5
S1420,YBKMN,JWHDU,ybkmn840@gmail.com,Other,20,ME,65.44610229662194,20,45,5.73,5.94,7,16,99.66,C,17,No,Yes,Secondary,Medium,4
S1421,KFPWT,NWVFS,kfpwt427@edu.in,Other,25,AI/ML,68.88422714563067,29,38,8.9,7.2,7,19,109.1,B,9,Yes,No,Graduate,Medium,8
S1422,JPYBX,YFFHB,jpybx93@gmail.com,Male,24,ME,85.29390428376821,36,47,8.53,7.12,10,15,123.65,A,10,Yes,Yes,None,High,6
S1423,OGXGK,RQPMT,ogxgk707@gmail.com,Other,22,IT,98.38574361900298,26,36,9.87,9.83,10,14,105.7,B,16,Yes,No,Graduate,High,2
S1424,YNDZJ,TKSGB,yndzj440@gmail.com,Male,24,CSE,94.47217665988727,38,46,5.76,7.94,6,18,121.71,A,18,Yes,No,Graduate,Low,1
S1425,NVRDD,DLWIL,nvrdd135@outlook.com,Female,23,MBA,77.95582392420852,39,46,6.63,7.92,5,15,119.56,B,11,Yes,No,Primary,High,2
S1426,VEYKE,GLNLM,veyke156@yahoo.com,Male,21,CE,96.90813898714777,33,36,7.0,7.22,7,14,104.22,B,4,No,No,Secondary,Low,7
S1427,GSSCX,BMGXJ,gsscx802@outlook.com,Female,24,CSE,63.53473795542583,37,40,8.4,6.0,5,19,115.4,B,18,Yes,Yes,Primary,Low,3
S1428,DKCBL,YLHLJ,dkcbl562@outlook.com,Male,20,AI/ML,69.8661200064819,39,46,6.91,6.35,8,16,122.26,A,7,Yes,No,Secondary,Low,3
S1429,YPAVY,AIEFU,ypavy938@edu.in,Other,21,ME,77.02975871362605,35,33,9.86,6.41,5,16,105.27,B,7,Yes,Yes,Secondary,Medium,10
S1430,SVHMX,UZLWC,svhmx177@edu.in,Male,22,BBA,96.15560708422674,31,39,7.22,5.54,10,13,105.76,B,2,No,Yes,Primary,Low,1
S1431,XIWUX,KKQDB,xiwux792@gmail.com,Female,24,CE,76.27441947204514,39,37,5.78,7.04,6,18,112.82,B,6,Yes,No,Primary,Low,6
S1432,RSDIF,EBOXN,rsdif448@yahoo.com,Other,18,AI/ML,99.74987122555166,35,32,7.38,9.96,6,20,110.34,B,15,No,No,Graduate,High,4
S1433,KUQIB,VQXIT,kuqib888@gmail.com,Male,23,IT,89.3297075995115,39,36,8.83,6.71,5,10,105.54,B,2,Yes,Yes,Primary,Medium,6
S1434,JSPFA,TCHWT,jspfa829@gmail.com,Male,23,IT,63.56025733019032,34,50,5.71,7.58,7,10,114.29,B,10,No,No,Primary,Medium,10
S1435,RWUXR,VRZSX,rwuxr17@gmail.com,Male,20,ME,92.02561186330155,32,31,8.26,9.73,9,12,101.99,B,9,No,Yes,Post-Graduate,High,2
S1436,KUKNQ,RNVXC,kuknq638@outlook.com,Other,24,AI/ML,80.43445137258117,27,48,5.78,7.45,6,20,114.22,B,17,Yes,No,Primary,Low,2
S1437,FLCNV,WXWOH,flcnv938@yahoo.com,Other,23,MBA,82.61468073721797,33,37,6.4,7.4,6,11,100.8,B,5,Yes,No,None,High,5
S1438,XDTMX,DYYCV,xdtmx598@edu.in,Other,20,ECE,97.59726685447548,35,41,9.75,8.03,10,20,123.78,A,7,No,No,Graduate,Medium,1
S1439,CGZEM,DMKWY,cgzem750@outlook.com,Other,23,ECE,73.09295979404466,23,44,7.63,5.44,7,15,102.07,B,1,No,No,Secondary,High,1
S1440,JGJST,DFOUW,jgjst978@outlook.com,Other,20,CE,89.97926903029244,33,50,7.81,8.72,7,20,126.53,A,16,Yes,Yes,None,Medium,6
S1441,LNFJQ,ENBDC,lnfjq939@outlook.com,Female,18,ME,67.36065691796549,22,45,7.47,6.79,9,20,110.26,B,19,Yes,Yes,Graduate,Medium,6
S1442,URRFJ,DUBQQ,urrfj218@gmail.com,Female,25,AI/ML,64.34033147337456,34,40,6.18,6.42,8,18,112.59,B,13,Yes,Yes,Graduate,Low,6
S1443,AVQLJ,ATZVT,avqlj339@gmail.com,Male,21,CE,79.40083059405826,34,47,8.25,7.46,9,15,120.71,A,9,Yes,No,Post-Graduate,Low,6
S1444,RJSPD,SZGMR,rjspd120@yahoo.com,Female,18,ME,62.67810960616584,29,31,5.91,5.45,8,16,95.36,C,1,No,Yes,None,Medium,2
S1445,MLVMA,MBSVN,mlvma434@outlook.com,Male,18,MBA,86.96442922448635,20,48,6.55,7.27,9,11,101.82,B,2,No,No,Graduate,Medium,6
S1446,LLBBD,GQVPL,llbbd64@gmail.com,Other,19,ECE,80.44081188675432,27,41,5.22,6.46,8,14,101.68,B,18,No,Yes,None,Medium,8
S1447,MAPTF,FKNRS,maptf722@edu.in,Male,23,CE,62.62594786168687,21,31,6.3,5.69,8,18,89.99,C,9,Yes,No,Secondary,Low,2
S1448,XWDPQ,LFLSV,xwdpq531@gmail.com,Female,19,ECE,83.81907578341313,35,50,8.58,9.84,8,13,124.42,A,15,No,Yes,None,Medium,5
S1449,ZWTPS,VMPKI,zwtps146@gmail.com,Other,22,AI/ML,65.5793199888237,40,50,6.68,8.95,7,12,124.62,A,8,No,Yes,Primary,High,8
S1450,ZYGEV,CFTLM,zygev433@yahoo.com,Male,25,ECE,90.33496320414073,24,44,9.99,8.91,10,14,110.9,B,1,Yes,Yes,Primary,Medium,5
S1451,CPPYG,BSPIV,cppyg811@gmail.com,Male,19,ECE,80.37097999799545,22,38,5.6,5.29,6,16,92.89,C,20,No,Yes,None,Low,4
S1452,EZROI,XCXGQ,ezroi769@gmail.com,Male,22,CE,90.6430432255109,27,30,6.07,5.44,7,15,90.51,C,20,Yes,No,Primary,Medium,9
S1453,IMQJT,HZMBJ,imqjt459@gmail.com,Other,20,AI/ML,97.27263786212262,30,38,9.69,5.8,8,17,108.49,B,1,No,No,Post-Graduate,Low,9
S1454,YYWKX,HKBKS,yywkx381@yahoo.com,Male,19,CSE,91.2917109147576,32,47,8.94,9.7,10,10,117.64,B,3,Yes,Yes,Secondary,High,1
S1455,XXRYB,LRRSQ,xxryb62@yahoo.com,Other,22,AI/ML,74.6275709836714,33,44,7.23,5.12,6,10,105.35,B,4,No,No,Graduate,Medium,1
S1456,VSNUN,QNVHY,vsnun876@yahoo.com,Female,19,IT,68.58034226603546,31,33,6.34,5.55,7,13,95.89,C,11,Yes,Yes,Graduate,Low,7
S1457,HMEQG,NBJKH,hmeqg371@edu.in,Male,22,IT,93.5841115980306,27,39,6.92,9.52,7,17,106.44,B,17,No,Yes,Graduate,Low,7
S1458,TYJJX,TKYMU,tyjjx317@gmail.com,Male,21,MBA,75.33326341932583,35,31,5.93,6.74,10,13,101.66,B,15,No,No,Secondary,Low,1
S1459,ZDCBS,ZQUFJ,zdcbs203@yahoo.com,Other,19,AI/ML,77.71524014391403,24,50,9.29,9.15,7,20,119.45,B,3,No,No,Primary,High,9
S1460,XKEZB,ECGWS,xkezb471@yahoo.com,Other,20,AI/ML,67.3591702214161,32,30,6.31,8.06,10,20,106.37,B,16,No,No,Post-Graduate,Low,5
S1461,NYNDA,NHJDS,nynda633@yahoo.com,Male,20,CSE,86.21156007764401,22,37,8.89,6.61,9,12,95.5,C,5,Yes,No,Graduate,Low,5
S1462,JRUKF,FXIDA,jrukf628@yahoo.com,Male,25,BBA,91.43039223373452,20,45,8.24,6.01,5,15,99.25,C,17,No,Yes,Graduate,High,3
S1463,YLJMZ,ZPFKG,yljmz87@yahoo.com,Male,24,MBA,66.0218236229346,26,50,6.53,9.75,5,19,116.28,B,15,Yes,No,Post-Graduate,Low,8
S1464,DSKAT,WYSGU,dskat405@outlook.com,Male,23,CSE,75.13002171842633,27,40,7.28,7.33,6,16,103.61,B,4,Yes,No,Primary,Low,1
S1465,EUTRQ,OJVRD,eutrq491@edu.in,Male,20,ECE,69.47055443028034,24,38,7.59,5.71,6,15,96.3,C,3,No,Yes,None,Medium,4
S1466,EBFCX,KBPQM,ebfcx851@gmail.com,Female,22,AI/ML,66.59630645354451,30,46,9.31,9.86,7,18,120.17,A,20,Yes,No,Graduate,High,3
S1467,JBRAR,SFHET,jbrar140@yahoo.com,Female,19,BBA,82.95453882938989,21,44,7.51,8.19,10,13,103.7,B,20,Yes,Yes,Graduate,Medium,5
S1468,AYKKH,YFAKE,aykkh84@edu.in,Male,23,ECE,81.4644586922517,25,37,8.15,7.83,9,10,96.98,C,13,No,No,Secondary,Medium,3
S1469,REXCM,GLJVJ,rexcm918@outlook.com,Male,23,ME,93.93280987144352,38,49,5.62,9.81,7,14,123.44,A,16,No,Yes,None,High,7
S1470,JCYCH,JSVBL,jcych655@yahoo.com,Male,22,BBA,73.42556883328386,24,35,6.16,8.39,5,11,89.56,C,2,Yes,No,Primary,Medium,5
S1471,XZISA,OYPKW,xzisa350@yahoo.com,Male,20,CE,76.0098799026135,31,47,8.5,9.56,6,11,113.06,B,1,Yes,Yes,Graduate,Low,10
S1472,VQEHB,TVPCD,vqehb936@outlook.com,Female,19,CE,74.36551622652927,23,33,5.9,9.74,9,20,100.65,B,6,No,Yes,Graduate,Low,9
S1473,HKJXO,DMLYY,hkjxo519@outlook.com,Female,22,ECE,98.10108176985605,37,39,9.14,8.66,5,14,112.8,B,16,No,Yes,Graduate,High,6
S1474,XKBLL,QQPUK,xkbll235@gmail.com,Other,25,ME,98.77461868563822,20,40,9.36,7.7,10,14,101.06,B,19,No,No,Graduate,Low,1
S1475,SFSZI,PIBVN,sfszi825@yahoo.com,Male,19,IT,80.46031806172428,32,42,5.33,9.32,7,20,115.65,B,8,No,No,Secondary,Low,5
S1476,BTLRX,MOVSR,btlrx398@yahoo.com,Female,22,CE,99.13830639514126,25,36,5.99,5.72,5,14,91.71,C,16,No,Yes,Graduate,Medium,9
S1477,VBIHX,VGNQG,vbihx234@yahoo.com,Female,20,AI/ML,91.62749690170355,35,47,5.53,5.78,10,11,114.31,B,12,Yes,Yes,None,Medium,9
S1478,IGLLA,TVSHW,iglla631@outlook.com,Other,18,BBA,77.8823152609217,26,39,7.66,5.8,7,20,105.45,B,7,Yes,No,Primary,High,8
S1479,VNVGU,BSEFL,vnvgu37@yahoo.com,Other,19,BBA,60.86210370970602,31,47,5.4,7.05,6,15,111.45,B,18,Yes,Yes,Primary,Low,10
S1480,VTWAU,HCYRL,vtwau660@edu.in,Other,22,CSE,66.12025111591707,24,32,6.72,9.43,9,17,98.14,C,16,No,No,Secondary,High,9
S1481,YZDQT,VQCMO,yzdqt952@outlook.com,Male,21,AI/ML,86.40316044753216,38,40,5.36,5.68,8,19,116.04,B,15,No,No,Graduate,High,9
S1482,QRPOG,LRWYR,qrpog185@edu.in,Female,22,MBA,76.36752584641407,39,37,5.69,6.43,8,12,108.11,B,12,No,No,Graduate,High,5
S1483,JNPLJ,AZRKE,jnplj31@edu.in,Male,19,MBA,79.72165557842064,29,33,8.65,8.35,5,16,100.0,B,9,No,No,Graduate,High,1
S1484,YBCUG,YKSGR,ybcug305@outlook.com,Female,25,ME,64.71645470990381,26,37,9.69,6.4,10,15,104.09,B,20,Yes,No,Primary,Medium,8
S1485,MFZUU,PRCSF,mfzuu125@yahoo.com,Other,22,ME,97.31950982030864,20,42,7.8,8.25,6,12,96.05,C,18,Yes,Yes,Graduate,Medium,1
